timestamp,ticker,name,price,nav_jpy,deviation_pct
2025-11-11 22:02:37,1672.T,Gold,59350.0,61567.93644493104,-3.602421281270088
2025-11-11 22:02:38,1674.T,Platinum,22400.0,22882.94421421875,-2.110498586622714
2025-11-11 22:02:38,1673.T,Silver,7177.0,7289.892103623047,-1.5486114474443295
2025-11-11 22:02:39,1675.T,Palladium,20230.0,20884.558505350346,-3.1341744915634817
2025-11-11 22:13:18,1672.T,Gold,59350.0,61565.936987991336,-3.599290608414784
2025-11-11 22:13:18,1673.T,Silver,7177.0,7289.655359853516,-1.5454140736741142
2025-11-11 22:13:18,1674.T,Platinum,22400.0,22882.20107640625,-2.107319461078621
2025-11-11 22:13:18,1675.T,Palladium,20230.0,20883.88026635376,-3.1310286116092643
2025-11-11 22:17:23,1673.T,Silver,7177.0,7289.655359853516,-1.5454140736741142
2025-11-11 22:17:23,1672.T,Gold,59350.0,61565.936987991336,-3.599290608414784
2025-11-11 22:17:23,1675.T,Palladium,20230.0,20883.88026635376,-3.1310286116092643
2025-11-11 22:17:23,1674.T,Platinum,22400.0,22882.20107640625,-2.107319461078621
2025-11-11 22:36:25,1672.T,Gold,59350.0,61561.145606422426,-3.5917876196763725
2025-11-11 22:36:25,1673.T,Silver,7177.0,7289.088040942383,-1.5377512291358066
2025-11-11 22:36:26,1674.T,Platinum,22400.0,22880.420264453125,-2.099700350344976
2025-11-11 22:36:28,1675.T,Palladium,20230.0,20882.254974124146,-3.1234891774493465
2025-11-11 22:41:46,1672.T,Gold,59350.0,61530.38566825867,-3.5435917467090627
2025-11-11 22:41:47,1673.T,Silver,7177.0,7285.445940146485,-1.4885285133871184
2025-11-11 22:41:47,1674.T,Platinum,22400.0,22868.98772359375,-2.050758561166651
2025-11-11 22:41:48,1675.T,Palladium,20230.0,20871.82084614624,-3.0750591952534108
2025-11-11 22:50:28,1672.T,Gold,59350.0,61547.161599655155,-3.5698829036942397
2025-11-11 22:50:28,1673.T,Silver,7177.0,7287.432278115234,-1.5153798196776584
2025-11-11 22:50:29,1674.T,Platinum,22400.0,22875.22283109375,-2.0774566202161346
2025-11-11 22:50:29,1675.T,Palladium,20230.0,20877.51143675171,-3.1014780603202676
