timestamp,ticker,name,price,nav_jpy,deviation_pct
2025-11-10 12:08:09,1540.T,Gold,19380.0,19377.21,0.0143983576583051
2025-11-10 23:12:44,1540.T,Gold,19380.0,19377.21,0.0143983576583051
2025-11-11 01:55:01,1540.T,Gold,19820.0,19377.21,2.285107092300702
2025-11-11 02:43:39,1540.T,Gold,19845.0,19377.21,2.414124634041748
2025-11-11 03:17:13,1540.T,Gold,19855.0,19377.21,2.465731650738165
2025-11-11 03:41:18,1540.T,Gold,19855.0,19377.21,2.465731650738165
2025-11-11 04:31:16,1540.T,Gold,19945.0,19377.21,2.9301948010059284
2025-11-11 05:01:52,1540.T,Gold,19905.0,19377.21,2.723766734220256
2025-11-11 06:37:58,1540.T,Gold,19850.0,19377.21,2.439928142389957
2025-11-11 07:21:46,1540.T,Gold,19860.0,19377.21,2.4915351590863746
2025-11-11 08:26:17,1540.T,Gold,19860.0,19377.21,2.4915351590863746
2025-11-11 23:12:08,1540.T,Gold,19860.0,19377.21,2.4915351590863746
2025-11-12 01:54:07,1540.T,Gold,19890.0,19377.21,2.6463562091756287
2025-11-12 02:42:34,1540.T,Gold,19870.0,19377.21,2.543142175782793
2025-11-12 03:15:43,1540.T,Gold,19875.0,19377.21,2.568945684131002
