timestamp,ticker,name,price,nav_jpy,deviation_pct
2025-11-04 09:38:49,1672.T,Gold,57130.0,61323.441875,-6.838236320048374
2025-11-04 09:38:49,1673.T,Silver,6670.0,7260.94296,-8.138653109595566
2025-11-04 09:38:49,1674.T,Platinum,21820.0,22792.07296,-4.264960724309656
2025-11-04 09:38:50,1675.T,Palladium,19770.0,20801.62311,-4.95933949261903
2025-11-04 09:38:50,1676.T,RoyalMetal,36840.0,39682.04022,-7.162031498994338
2025-11-04 09:50:08,1672.T,Gold,57130.0,61326.23989553452,-6.842486841982415
2025-11-04 09:50:08,1673.T,Silver,6670.0,7261.274256921387,-8.142844299783736
2025-11-04 09:50:08,1674.T,Platinum,21820.0,22793.112899804688,-4.269328652397569
2025-11-04 09:50:08,1675.T,Palladium,19770.0,20802.57223103485,-4.963675739552923
2025-11-04 09:50:09,1676.T,RoyalMetal,36840.0,39683.85080270691,-7.166267247716107
2025-11-04 23:15:10,1672.T,Gold,57130.0,61396.9523970604,-6.94977882528367
2025-11-04 23:15:10,1673.T,Silver,6670.0,7269.646902429199,-8.24863862684752
2025-11-04 23:15:11,1674.T,Platinum,21820.0,22819.39460292969,-4.37958421036017
2025-11-04 23:15:11,1675.T,Palladium,19770.0,20826.558732133482,-5.07313159952493
2025-11-04 23:15:11,1676.T,RoyalMetal,36840.0,39729.608448458865,-7.273186324520534
