datetime,ticker,name,price,nav,deviation(%)
2025-11-04 13:20,GLD,SPDR Gold Shares,368.7799987792969,395.18112,-6.680764815055726
2025-11-04 13:20,IAU,iShares Gold Trust,75.54000091552734,80.90929,-6.636183662559213
2025-11-04 13:27,GLD,SPDR Gold Shares,368.7799987792969,395.18112,-6.680764815055726
2025-11-04 13:27,IAU,iShares Gold Trust,75.54000091552734,80.90929,-6.636183662559213
2025-11-04 13:47,GLD,SPDR Gold Shares,368.7799987792969,395.18112,-6.680764815055726
2025-11-04 13:47,IAU,iShares Gold Trust,75.54000091552734,80.90929,-6.636183662559213
2025-11-04 13:52,GLD,SPDR Gold Shares,368.7799987792969,395.18112,-6.680764815055726
2025-11-04 13:52,IAU,iShares Gold Trust,75.54000091552734,80.90929,-6.636183662559213
2025-11-04 14:09,GLD,SPDR Gold Shares,368.7799987792969,395.18112,-6.680764815055726
2025-11-04 14:09,IAU,iShares Gold Trust,75.54000091552734,80.90929,-6.636183662559213
2025-11-04 14:37,GLD,SPDR Gold Shares,362.5799865722656,395.18112,-8.249668766497345
2025-11-04 14:37,IAU,iShares Gold Trust,74.23999786376953,80.90929,-8.2429250537614
2025-11-04 14:52,GLD,SPDR Gold Shares,362.8699951171875,395.18112,-8.176282531618039
2025-11-04 14:52,IAU,iShares Gold Trust,74.30000305175781,80.90929,-8.168761520762557
2025-11-04 15:17,GLD,SPDR Gold Shares,363.510009765625,395.18112,-8.014327768081385
2025-11-04 15:17,IAU,iShares Gold Trust,74.41999816894531,80.90929,-8.020453313895953
2025-11-04 15:36,GLD,SPDR Gold Shares,364.1900024414063,395.18112,-7.842256623644817
2025-11-04 15:36,IAU,iShares Gold Trust,74.625,80.90929,-7.76708088774478
2025-11-04 15:47,GLD,SPDR Gold Shares,364.4299926757813,395.18112,-7.781527448532655
2025-11-04 15:47,IAU,iShares Gold Trust,74.62999725341797,80.90929,-7.760904522313853
2025-11-05 12:35,GLD,SPDR Gold Shares,362.3200073242188,395.18112,-8.315456132059463
2025-11-05 12:35,IAU,iShares Gold Trust,74.20999908447266,80.90929,-8.28000210547805
2025-11-05 13:03,GLD,SPDR Gold Shares,362.3200073242188,395.18112,-8.315456132059463
2025-11-05 13:03,IAU,iShares Gold Trust,74.20999908447266,80.90929,-8.28000210547805
2025-11-05 13:10,GLD,SPDR Gold Shares,362.3200073242188,395.18112,-8.315456132059463
2025-11-05 13:10,IAU,iShares Gold Trust,74.20999908447266,80.90929,-8.28000210547805
2025-11-05 13:25,GLD,SPDR Gold Shares,362.3200073242188,395.18112,-8.315456132059463
2025-11-05 13:25,IAU,iShares Gold Trust,74.20999908447266,80.90929,-8.28000210547805
2025-11-05 13:46,GLD,SPDR Gold Shares,362.3200073242188,395.18112,-8.315456132059463
2025-11-05 13:46,IAU,iShares Gold Trust,74.20999908447266,80.90929,-8.28000210547805
2025-11-05 13:52,GLD,SPDR Gold Shares,362.3200073242188,395.18112,-8.315456132059463
2025-11-05 13:52,IAU,iShares Gold Trust,74.20999908447266,80.90929,-8.28000210547805
2025-11-05 14:09,GLD,SPDR Gold Shares,362.3200073242188,395.18112,-8.315456132059463
2025-11-05 14:09,IAU,iShares Gold Trust,74.20999908447266,80.90929,-8.28000210547805
2025-11-05 14:36,GLD,SPDR Gold Shares,366.239990234375,395.18112,-7.323510233896046
2025-11-05 14:36,IAU,iShares Gold Trust,75.00499725341797,80.90929,-7.29742251672463
2025-11-05 14:51,GLD,SPDR Gold Shares,365.3800048828125,395.18112,-7.541128259666737
2025-11-05 14:51,IAU,iShares Gold Trust,74.83000183105469,80.90929,-7.513708461593609
2025-11-05 15:17,GLD,SPDR Gold Shares,365.1499938964844,395.18112,-7.5993322007680035
2025-11-05 15:17,IAU,iShares Gold Trust,74.77999877929688,80.90929,-7.575509834165055
2025-11-05 15:33,GLD,SPDR Gold Shares,366.3800048828125,395.18112,-7.288079733461841
2025-11-05 15:33,IAU,iShares Gold Trust,75.0,80.90929,-7.303598882155558
2025-11-05 15:47,GLD,SPDR Gold Shares,366.43951416015625,395.18112,-7.273020998534487
2025-11-05 15:47,IAU,iShares Gold Trust,75.02010345458984,80.90929,-7.278751976948699
2025-11-06 12:35,GLD,SPDR Gold Shares,366.510009765625,395.18112,-7.255182189466698
2025-11-06 12:35,IAU,iShares Gold Trust,75.05000305175781,80.90929,-7.241797509584111
2025-11-06 13:02,GLD,SPDR Gold Shares,366.510009765625,395.18112,-7.255182189466698
2025-11-06 13:02,IAU,iShares Gold Trust,75.05000305175781,80.90929,-7.241797509584111
2025-11-06 13:09,GLD,SPDR Gold Shares,366.510009765625,395.18112,-7.255182189466698
2025-11-06 13:09,IAU,iShares Gold Trust,75.05000305175781,80.90929,-7.241797509584111
2025-11-06 13:25,GLD,SPDR Gold Shares,366.510009765625,395.18112,-7.255182189466698
2025-11-06 13:25,IAU,iShares Gold Trust,75.05000305175781,80.90929,-7.241797509584111
2025-11-06 13:46,GLD,SPDR Gold Shares,366.510009765625,395.18112,-7.255182189466698
2025-11-06 13:46,IAU,iShares Gold Trust,75.05000305175781,80.90929,-7.241797509584111
2025-11-06 13:51,GLD,SPDR Gold Shares,366.510009765625,395.18112,-7.255182189466698
2025-11-06 13:51,IAU,iShares Gold Trust,75.05000305175781,80.90929,-7.241797509584111
2025-11-06 14:10,GLD,SPDR Gold Shares,366.510009765625,395.18112,-7.255182189466698
2025-11-06 14:10,IAU,iShares Gold Trust,75.05000305175781,80.90929,-7.241797509584111
2025-11-06 14:36,GLD,SPDR Gold Shares,368.1300048828125,395.18112,-6.845244812603274
2025-11-06 14:36,IAU,iShares Gold Trust,75.37999725341797,80.90929,-6.833940511135409
2025-11-06 14:50,GLD,SPDR Gold Shares,367.6400146484375,395.18112,-6.96923611926666
2025-11-06 14:50,IAU,iShares Gold Trust,75.29000091552734,80.90929,-6.945171666285361
2025-11-06 15:18,GLD,SPDR Gold Shares,366.4400024414063,395.18112,-7.272897439683801
2025-11-06 15:18,IAU,iShares Gold Trust,75.02999877929688,80.90929,-7.266521830438907
2025-11-06 15:38,GLD,SPDR Gold Shares,365.7200012207031,395.18112,-7.455092687448453
2025-11-06 15:38,IAU,iShares Gold Trust,74.88999938964844,80.90929,-7.439554358160307
2025-11-06 15:48,GLD,SPDR Gold Shares,365.9500122070313,395.18112,-7.396888746347187
2025-11-06 15:48,IAU,iShares Gold Trust,74.93499755859375,80.90929,-7.38393878058533
2025-11-07 12:34,GLD,SPDR Gold Shares,366.0700073242188,395.18112,-7.366524158791106
2025-11-07 12:34,IAU,iShares Gold Trust,74.97000122070312,80.90929,-7.340675933872209
2025-11-07 13:00,GLD,SPDR Gold Shares,366.0700073242188,395.18112,-7.366524158791106
2025-11-07 13:00,IAU,iShares Gold Trust,74.97000122070312,80.90929,-7.340675933872209
2025-11-07 13:07,GLD,SPDR Gold Shares,366.0700073242188,395.18112,-7.366524158791106
2025-11-07 13:07,IAU,iShares Gold Trust,74.97000122070312,80.90929,-7.340675933872209
2025-11-07 13:22,GLD,SPDR Gold Shares,366.0700073242188,395.18112,-7.366524158791106
2025-11-07 13:22,IAU,iShares Gold Trust,74.97000122070312,80.90929,-7.340675933872209
2025-11-07 13:41,GLD,SPDR Gold Shares,366.0700073242188,395.18112,-7.366524158791106
2025-11-07 13:41,IAU,iShares Gold Trust,74.97000122070312,80.90929,-7.340675933872209
2025-11-07 13:48,GLD,SPDR Gold Shares,366.0700073242188,395.18112,-7.366524158791106
2025-11-07 13:48,IAU,iShares Gold Trust,74.97000122070312,80.90929,-7.340675933872209
2025-11-07 14:09,GLD,SPDR Gold Shares,366.0700073242188,395.18112,-7.366524158791106
2025-11-07 14:09,IAU,iShares Gold Trust,74.97000122070312,80.90929,-7.340675933872209
2025-11-07 14:34,GLD,SPDR Gold Shares,367.2139892578125,395.18112,-7.077041216490181
2025-11-07 14:34,IAU,iShares Gold Trust,75.19499969482422,80.90929,-7.062588616431784
2025-11-07 14:48,GLD,SPDR Gold Shares,367.1494140625,395.18112,-7.093381874493401
2025-11-07 14:48,IAU,iShares Gold Trust,75.17990112304688,80.90929,-7.081249726642174
