datetime,ticker,name,price,nav,deviation(%)
2025-11-03 11:23,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 11:23,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 11:31,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 11:31,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 11:36,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 11:36,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 12:36,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 12:36,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 13:02,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 13:02,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 13:09,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 13:09,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 13:24,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 13:24,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 13:44,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 13:44,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 13:50,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 13:50,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 14:10,GLD,SPDR Gold Shares,368.1199951171875,395.18112,-6.847777769042337
2025-11-03 14:10,IAU,iShares Gold Trust,75.38999938964844,80.90929,-6.82157835070801
2025-11-03 14:36,GLD,SPDR Gold Shares,369.0249938964844,395.18112,-6.618769161724034
2025-11-03 14:36,IAU,iShares Gold Trust,75.54010009765625,80.90929,-6.636061078207149
2025-11-03 14:50,GLD,SPDR Gold Shares,369.9599914550781,395.18112,-6.3821694075167095
2025-11-03 14:50,IAU,iShares Gold Trust,75.75499725341797,80.90929,-6.370458505546186
2025-11-03 15:17,GLD,SPDR Gold Shares,370.4505920410156,395.18112,-6.258023652289967
2025-11-03 15:17,IAU,iShares Gold Trust,75.8550033569336,80.90929,-6.246855760403292
2025-11-03 15:35,GLD,SPDR Gold Shares,369.1499938964844,395.18112,-6.587138095948421
2025-11-03 15:35,IAU,iShares Gold Trust,75.5978012084961,80.90929,-6.56474527400241
2025-11-03 15:46,GLD,SPDR Gold Shares,369.8699951171875,395.18112,-6.4049428481837705
2025-11-03 15:46,IAU,iShares Gold Trust,75.73999786376953,80.90929,-6.388997031404512
2025-11-04 09:37,GLD,SPDR Gold Shares,368.7799987792969,395.18112,-6.680764815055726
2025-11-04 09:37,IAU,iShares Gold Trust,75.54000091552734,80.90929,-6.636183662559213
2025-11-04 12:37,GLD,SPDR Gold Shares,368.7799987792969,395.18112,-6.680764815055726
2025-11-04 12:37,IAU,iShares Gold Trust,75.54000091552734,80.90929,-6.636183662559213
2025-11-04 13:06,GLD,SPDR Gold Shares,368.7799987792969,395.18112,-6.680764815055726
2025-11-04 13:06,IAU,iShares Gold Trust,75.54000091552734,80.90929,-6.636183662559213
